"snbhdfln.com","1","ud4_dga_c355aa1f"
"sncogkwn.com","2","ud4_dga_c355aa1f"
"sndvjpqt.com","3","ud4_dga_c355aa1f"
"sneomuwn.com","4","ud4_dga_c355aa1f"
"snfrpmnq.org","5","ud4_dga_c355aa1f"
"sngvspqt.org","6","ud4_dga_c355aa1f"
"snhyvrtw.org","7","ud4_dga_c355aa1f"
"snioyuwn.org","8","ud4_dga_c355aa1f"
"snjpnwyo.org","9","ud4_dga_c355aa1f"
"snkrpmnq.net","10","ud4_dga_c355aa1f"
"snltqnpr.net","11","ud4_dga_c355aa1f"
"snmvspqt.net","12","ud4_dga_c355aa1f"
"snnwtqrv.net","13","ud4_dga_c355aa1f"
"snoyvrtw.net","14","ud4_dga_c355aa1f"
"snpnwsuy.ru","15","ud4_dga_c355aa1f"
"snqoyuwn.ru","16","ud4_dga_c355aa1f"
"snromvxn.ru","17","ud4_dga_c355aa1f"
"snspnwyo.ru","18","ud4_dga_c355aa1f"
"sntqoxnp.ru","19","ud4_dga_c355aa1f"
"snurpmnq.in","20","ud4_dga_c355aa1f"
"snvspnor.in","21","ud4_dga_c355aa1f"
"snwtqnpr.in","22","ud4_dga_c355aa1f"
"snxurops.in","23","ud4_dga_c355aa1f"
"snyvspqt.in","24","ud4_dga_c355aa1f"
"snmvspru.net","25","ud4_dga_c355aa1f"
"snnwtqrv.net","26","ud4_dga_c355aa1f"
"snnxuqsv.net","27","ud4_dga_c355aa1f"
"snoyvrtw.net","28","ud4_dga_c355aa1f"
"snomvstx.net","29","ud4_dga_c355aa1f"
"snpnwsuy.ru","30","ud4_dga_c355aa1f"
"snpnxtvm.ru","31","ud4_dga_c355aa1f"
"snqoyuwn.ru","32","ud4_dga_c355aa1f"
"snqoyuwn.ru","33","ud4_dga_c355aa1f"
"snromvxn.ru","34","ud4_dga_c355aa1f"
"snrpnvyo.ru","35","ud4_dga_c355aa1f"
"snspnwyo.ru","36","ud4_dga_c355aa1f"
"snsqnxmp.ru","37","ud4_dga_c355aa1f"
"sntqoxnp.ru","38","ud4_dga_c355aa1f"
"sntroynp.ru","39","ud4_dga_c355aa1f"
"snurpmnq.in","40","ud4_dga_c355aa1f"
"snurpmoq.in","41","ud4_dga_c355aa1f"
"snvspnor.in","42","ud4_dga_c355aa1f"
"snvsqnor.in","43","ud4_dga_c355aa1f"
"snwtqnpr.in","44","ud4_dga_c355aa1f"
"snwtqops.in","45","ud4_dga_c355aa1f"
"snxurops.in","46","ud4_dga_c355aa1f"
"snxuroqt.in","47","ud4_dga_c355aa1f"
"snyvspqt.in","48","ud4_dga_c355aa1f"
"snyvspqt.in","49","ud4_dga_c355aa1f"
"snmvspru.net","50","ud4_dga_c355aa1f"
"albdfhln.com","1","ud4_dga_2b2fbbd9"
"alcgkown.com","2","ud4_dga_2b2fbbd9"
"aldjpvqt.com","3","ud4_dga_2b2fbbd9"
"alemuown.com","4","ud4_dga_2b2fbbd9"
"alfpmrnq.org","5","ud4_dga_2b2fbbd9"
"algspvqt.org","6","ud4_dga_2b2fbbd9"
"alhvrytw.org","7","ud4_dga_2b2fbbd9"
"aliyuown.org","8","ud4_dga_2b2fbbd9"
"aljnwpyo.org","9","ud4_dga_2b2fbbd9"
"alkpmrnq.net","10","ud4_dga_2b2fbbd9"
"allqntpr.net","11","ud4_dga_2b2fbbd9"
"almspvqt.net","12","ud4_dga_2b2fbbd9"
"alntqwrv.net","13","ud4_dga_2b2fbbd9"
"alovrytw.net","14","ud4_dga_2b2fbbd9"
"alpwsnuy.ru","15","ud4_dga_2b2fbbd9"
"alqyuown.ru","16","ud4_dga_2b2fbbd9"
"alrmvoxn.ru","17","ud4_dga_2b2fbbd9"
"alsnwpyo.ru","18","ud4_dga_2b2fbbd9"
"altoxqnp.ru","19","ud4_dga_2b2fbbd9"
"alupmrnq.in","20","ud4_dga_2b2fbbd9"
"alvpnsor.in","21","ud4_dga_2b2fbbd9"
"alwqntpr.in","22","ud4_dga_2b2fbbd9"
"alxroups.in","23","ud4_dga_2b2fbbd9"
"alyspvqt.in","24","ud4_dga_2b2fbbd9"
"almspvru.net","25","ud4_dga_2b2fbbd9"
"alntqwrv.net","26","ud4_dga_2b2fbbd9"
"alnuqxsv.net","27","ud4_dga_2b2fbbd9"
"alovrytw.net","28","ud4_dga_2b2fbbd9"
"alovsmtx.net","29","ud4_dga_2b2fbbd9"
"alpwsnuy.ru","30","ud4_dga_2b2fbbd9"
"alpxtnvm.ru","31","ud4_dga_2b2fbbd9"
"alqyuown.ru","32","ud4_dga_2b2fbbd9"
"alqyuown.ru","33","ud4_dga_2b2fbbd9"
"alrmvoxn.ru","34","ud4_dga_2b2fbbd9"
"alrnvpyo.ru","35","ud4_dga_2b2fbbd9"
"alsnwpyo.ru","36","ud4_dga_2b2fbbd9"
"alsnxqmp.ru","37","ud4_dga_2b2fbbd9"
"altoxqnp.ru","38","ud4_dga_2b2fbbd9"
"altoyrnp.ru","39","ud4_dga_2b2fbbd9"
"alupmrnq.in","40","ud4_dga_2b2fbbd9"
"alupmroq.in","41","ud4_dga_2b2fbbd9"
"alvpnsor.in","42","ud4_dga_2b2fbbd9"
"alvqnsor.in","43","ud4_dga_2b2fbbd9"
"alwqntpr.in","44","ud4_dga_2b2fbbd9"
"alwqotps.in","45","ud4_dga_2b2fbbd9"
"alxroups.in","46","ud4_dga_2b2fbbd9"
"alxrouqt.in","47","ud4_dga_2b2fbbd9"
"alyspvqt.in","48","ud4_dga_2b2fbbd9"
"alyspvqt.in","49","ud4_dga_2b2fbbd9"
"almspvru.net","50","ud4_dga_2b2fbbd9"
